sep=;
Change-Id=Iebdebf3cf61d7cddae5e1585195694e3924c4cdd; subject=net/mlx5: Use consistent vport num argument type; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=If47aa9717cc11139166236438e4edde88154d219; subject=IB/mlx5: Use unified register/load function for uplink and VF vports; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I9d1a8e06d85e48aafe01ad8bb3912add265b9d71; subject=net/mlx5: Introduce Mellanox SmartNIC and modify page management logic; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=Ic4a688bdb33b08e3b79fe9e27030c998476c2b66; subject=net/mlx5: Update enable HCA dependency; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=Ide0a9b09f004dd2657ac9a92781557562e2aec6d; subject=net/mlx5: Add query host params command; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I8e54f652f75362f0aae302df2ffbea92f3a41539; subject=net/mlx5: Add host params change event; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I79a2f134f936a3dfe25ba73b0f085f22f6f6e31b; subject=net/mlx5: Provide an alternative VF upper bound for ECPF; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I5accb094f616c711ea88ffaf33a18da3dfd66e6f; subject=net/mlx5: E-Switch, Normalize the name of uplink vport number; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I1f9c6cedf23f3dced14575e4aa31b7b82e40e9df; subject=net/mlx5: E-Switch, Properly refer to the esw manager vport; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I15c92337e8bb71fcdf4934a06dbc60e0120578e2; subject=net/mlx5: E-Switch, Properly refer to host PF vport as other vport; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=Ie1301a47d9a2f854cb5a9144eb735823d248f7a5; subject=net/mlx5: Relocate vport macros to the vport header file; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=Id8cefde2ecc7f4fe45eb2b70ce4d30adf1ef00e2; subject=net/mlx5: E-Switch, Avoid magic numbers when initializing offloads mode; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I99b05671352ba628511b66181838f7de6aa11a5e; subject=BACKPORTS: Fix MLX5 backports; feature=backports; upstream_status=ignore; general=;
Change-Id=I3233f66509031b331941fc94efba7cc11cc8f7ae; subject=net/mlx5: E-Switch, Refactor offloads flow steering init/cleanup; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I47c9657cb090b0aacba2cb3a3ce126b2f93c6519; subject=net/mlx5: E-Switch, Split VF and special vports for offloads mode; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I2c370d7b82f1179634b2a8bf95670fb77678072a; subject=net/mlx5: E-Switch, Use getter and iterator to access vport/rep; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I02e9db2dad76ce935081f025ef256ebee80d9b3a; subject=net/mlx5: E-Switch, Add state to eswitch vport representors; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I1b95d6801d45e0d47ddd2a44443b88508690f106; subject=net/mlx5: E-Switch, Support load/unload reps of specific vport types; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=If18cd735e5fad0cd505d1c6a5adf5154fbab5ec6; subject=net/mlx5: E-Switch, Centralize repersentor reg/unreg to eswitch driver; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I91cfda79b0b59e125fa94b026e8f4c3a3579eaae; subject=net/mlx5: E-Switch, Assign a different position for uplink rep and vport; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I27c141b1b57575ea9d01218a2fde26e84918ba5d; subject=net/mlx5: E-Switch, Consider ECPF vport depends on eswitch ownership; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I1c5287c5f47be2d7f05f4849f2bac8194919bd62; subject=net/mlx5: E-Switch, Load/unload VF reps according to event from host PF; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I989df213c7699dc265cc301be5423a15c7eeec1f; subject=net/mlx5: E-Switch, Allow transition to offloads mode for ECPF; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=Ic8187fe08047ede9de7f24924fa4973e78f94db9; subject=net/mlx5: Get max number of VFs from PCI for BlueField; feature=mlx5_bf; upstream_status=accepted; general=;
Change-Id=I624087db46444aeccd02279c2a5a73af23d3922f; subject=BACKPORTS: Fix MLX5 backports; feature=backports; upstream_status=ignore; general=;
Change-Id=Ic56961a2e85e92e8e93cfe952b010ce0b85ba5ba; subject=openibd: Unload cls_flower module whend doing openibd restart; feature=ofed_scripts; upstream_status=ignore; general=;
Change-Id=I08b905fcf3a920dde5e0e44dec73b81fae53d73e; subject=net/sched: Reuse the sched code for other kernel versions; feature=net_sched; upstream_status=ignore; general=;
Change-Id=Ie45e942c8ba84e88adc42da9d923139739bab76b; subject=net/sched: Added support for RHEL7.4 ALT aarch64; feature=ofed_scripts; upstream_status=ignore; general=;
Change-Id=I11c3af826e072d76fec7863bf3abe1ca59c84960; subject=net/sched: Support more CLS masks based on existing ones; feature=net_sched; upstream_status=ignore; general=;
Change-Id=I7e2ac1adb677ab49276acf801e796186e2a88f6e; subject=net/sched: Fix HAVE_SKB_FLOW_DISSECT; feature=net_sched; upstream_status=ignore; general=;
Change-Id=I21d484debea33863c5832e8440c404d92a45996d; subject=net/mlx5e: Flower related operation should pass with offload flags; feature=net_sched; upstream_status=ignore; general=;
Change-Id=Ia16f57bce9e5a06748c42e3f3655e2b3cb6efaca; subject=mlx5/core: E-Switch, Handle table prio 0 properly; feature=net_sched; upstream_status=ignore; general=;
Change-Id=Id2bf022e3330285ca8d77c975f0171c816671c65; subject=Backports: Fix mlx5 backports; feature=backports; upstream_status=ignore; general=;
Change-Id=I551f8b98edc94828c6bb7114a4990dd874afa727; subject=compat: Fix idr for RH 7.5 4.14 kernel; feature=backports; upstream_status=ignore; general=;
Change-Id=Ie9b97f708eb4ccd7a0171fb7a8536dab2e83cc4d; subject=Backports: Fix en_rep backports for RH7.5 of 4.14 kernel; feature=backports; upstream_status=ignore; general=;
Change-Id=I7cc65d7b1fcfc2423a16d198ba9c966cf4000c0a; subject=mlx5/IB: Handle mlx5 interface properly in switchdev mode; feature=mlx5_bf; upstream_status=in_progress; general=;
Change-Id=I55849cb1afa1b55bb58d10d55b10b149b78854d1; subject=Backports: Fix mlx5 backports for packet pacing; feature=backports; upstream_status=ignore; general=;
Change-Id=Ic36a1707289a9a7c24d38faa1711a3ba89e79843; subject=Revert "net/mlx5e: E-Switch, Initialize eswitch only if eswitch manager"; feature=rebase; upstream_status=ignore; general=;
Change-Id=I60fcbafdebf2ff3bbbe40de5810f07241c10da3e; subject=IB/mlx5: Fix packet pacing burst control cap; feature=mlx5_exp_packet_pacing; upstream_status=ignore; general=;
